GPIO34_mean,GPIO34_std,GPIO34_max,GPIO34_min,GPIO34_rms,GPIO34_skew,GPIO34_kurt,GPIO35_mean,GPIO35_std,GPIO35_max,GPIO35_min,GPIO35_rms,GPIO35_skew,GPIO35_kurt,GPIO33_mean,GPIO33_std,GPIO33_max,GPIO33_min,GPIO33_rms,GPIO33_skew,GPIO33_kurt,label
0.0009384344149869798,114.42231947581718,162.6173662909216,-162.62358305438704,114.42231947966546,-1.7785052845985732e-05,-1.4848761743079224,0.05024460863205009,0.5150913637753299,4.9740645816219295,-0.2308413478976774,0.5175361182879095,8.71262709519456,80.51058398374974,0.002339760055793382,0.020157105160584034,0.061438714545312946,-0.036235856993014105,0.02029244602243726,0.38139263438731913,-0.3646574624876746,0
-0.0017192838523929323,114.4229452029018,162.61463053987976,-162.59845368266497,114.4229452158185,9.64235937637493e-06,-1.4848374851628614,0.05069609557083536,0.5176160857364913,5.0019276377959185,-0.21639940225087823,0.5200927862596193,8.729594315188336,80.73191685508216,0.002522602545506959,0.01872683320405955,0.04240068692781138,-0.03954169856874371,0.01889597326033421,0.0038982740410706315,-0.6195879165422813,0
-0.0011541115808849662,114.4236261591778,162.6127822920402,-162.60187892932097,114.42362616499817,4.754807330031388e-06,-1.4848406110993708,0.04986793533590422,0.5175860079892712,4.997305208924616,-0.2179947408566526,0.5199827753310066,8.709753526781975,80.49563385207671,-0.0014042525070123452,0.02221660270846555,0.04571361852483894,-0.07498468400714765,0.02226093800829716,-0.2190306474763011,0.17838628658773192,0
-0.0017864998638233854,114.42203484807543,162.61603529789534,-162.60425882740063,114.42203486202196,4.9902714795985176e-05,-1.484845715621911,0.0439355358090778,0.5160655244221289,4.969579207214654,-0.25607594535087164,0.5179323863246221,8.671609495853295,80.00557355671742,-0.00024557435899908884,0.022997127873337853,0.05914345672976375,-0.05415921143359486,0.022998439016343058,-0.08705908464462252,-0.1262438930810652,0
0.0004092183742299456,114.42292051311011,162.61773872108515,-162.6031237825918,114.42292051384189,1.8695761902712117e-05,-1.4848587690426804,0.05279889830160509,0.5163296654073708,4.993415972634845,-0.2249098047974976,0.5190222028406403,8.738323498384212,80.84642934093912,-0.002118535593835863,0.016887554075650006,0.04192018852802152,-0.041710145746201896,0.017019919968094814,-0.041566072725145606,-0.018363609914088475,0
0.0007432439957546699,114.42493536732759,162.63442420173507,-162.61883363807715,114.42493536974143,-1.5320356402218568e-05,-1.4848324669701043,0.05331925906000467,0.5160893423947257,4.987769698358994,-0.22200070072377273,0.5188363448334439,8.716760736013896,80.58503864243188,0.00038336500684848054,0.02044833504654678,0.05286491256916276,-0.04827133932120864,0.0204519283908464,-0.08171506878217784,-0.13464435290637322,0
0.0012113711510534514,114.42252601993984,162.61136204778995,-162.63074699827854,114.42252602635214,-8.112530481666439e-06,-1.4848325168098582,0.05168343465099534,0.5171232106222698,4.998739345045279,-0.21439228473554228,0.5196995212443516,8.732817284077452,80.76822942913167,-0.003109184570529491,0.018109304950964966,0.037094112981289576,-0.049728060093248934,0.01837427425779486,-0.21673112715054102,0.03573205581253047,0
-0.0016277476926779325,114.42386845012528,162.6150613701383,-162.6143554368056,114.42386846170312,-1.1890188958485723e-05,-1.484852877818891,0.05247226664713173,0.515703371988561,4.988601884514696,-0.22521929940185983,0.5183659968086831,8.746135669835663,80.94880567143564,-0.0002918764387348449,0.018464456594323945,0.048003225110336264,-0.04379620827053359,0.018466763365006918,0.09367325042940436,-0.14597108662231983,0
-0.001344558075665546,114.42283466561832,162.6129784154553,-162.6163886609066,114.42283467351815,8.276108340120163e-06,-1.4848635281915186,0.04819604324450074,0.5156588334080698,4.976832941248506,-0.2479679281945058,0.5179062570158787,8.706864182924795,80.47048226310592,-0.00027585209579904864,0.018293557714874068,0.042028212809151574,-0.050649774973657025,0.018295637410218463,-0.07698633360842307,-0.06458922233276576,0
0.0006514522658060937,114.42430615485183,162.61512323577855,-162.6059960747793,114.4243061567063,-2.3320129733926737e-06,-1.4848773774013686,0.05041315657988231,0.5154692147797271,4.976277136951095,-0.2482891389148313,0.5179285643232822,8.70346052825215,80.40472878357727,-0.002853881353661933,0.020235076135896438,0.04073491140175465,-0.05355987569132429,0.02043533569595334,-0.04030937188927176,-0.643087656484751,0
